production-topology1-1-1476311229,0.0,0.0,0.0,0,0,1476311229521
production-topology1-1-1476311229,0.0,0.0,0.0,0,0,1476311236452
production-topology2-2-1476311235,0.0,0.0,0.0,0,0,1476311236453
production-topology1-1-1476311229,0.0,0.0,0.0,0,0,1476311239353
production-topology2-2-1476311235,0.0,0.0,0.0,0,0,1476311239353
production-topology3-3-1476311242,0.0,0.0,0.0,0,0,1476311243512
production-topology1-1-1476311229,0.0,0.0,0.0,200,0,1476311243512
production-topology2-2-1476311235,0.0,0.0,0.0,0,0,1476311243512
production-topology3-3-1476311242,0.0,0.0,0.0,0,0,1476311250081
production-topology1-1-1476311229,0.24922751322751316,0.04984550264550263,0.0,400,120,1476311250081
production-topology2-2-1476311235,0.0,0.0,0.0,60,0,1476311250082
production-topology3-3-1476311242,0.0,0.0,0.0,0,0,1476311251159
production-topology4-4-1476311250,0.0,0.0,0.0,0,0,1476311251159
production-topology1-1-1476311229,1.0,0.20820458553791887,0.0,0,0,1476311251159
production-topology2-2-1476311235,0.0,0.0,0.0,40,0,1476311251160
production-topology3-3-1476311242,0.0,0.0,0.0,320,0,1476311261302
production-topology4-4-1476311250,0.0,0.0,0.0,0,0,1476311261302
production-topology1-1-1476311229,0.9524369124195943,0.3145234893781582,0.0,1120,580,1476311261302
production-topology2-2-1476311235,0.9956643731570012,0.16594406219283353,0.0,660,1260,1476311261303
production-topology3-3-1476311242,1.1388050999120358,0.22776101998240716,0.0,2140,1540,1476311272498
production-topology4-4-1476311250,0.9471730362811219,0.31572434542704064,0.0,1160,2060,1476311272498
production-topology1-1-1476311229,0.8836375287044179,0.38566274429394065,0.0,960,440,1476311272498
production-topology2-2-1476311235,1.0252436647173488,0.28870114826776433,0.0,1160,2140,1476311272499
production-topology3-3-1476311242,1.080701754385965,0.3699178090496668,0.0,1900,1220,1476311283699
production-topology4-4-1476311250,0.9604906745356183,0.47691592770418506,0.0,2220,3880,1476311283699
production-topology1-1-1476311229,0.7892053973013493,0.4305008168503194,0.0,1200,560,1476311283699
production-topology2-2-1476311235,1.054328943639528,0.3844046226892348,0.0,1140,2080,1476311283699
production-topology3-3-1476311242,0.9500256080905307,0.45279035176979016,0.0,2480,1560,1476311294837
production-topology4-4-1476311250,1.1228481889030488,0.6061023799439578,0.0,2020,3760,1476311294837
production-topology1-1-1476311229,0.6884984175782287,0.4563005769231103,0.0,1240,580,1476311294837
production-topology2-2-1476311235,0.9638481779085559,0.44878723993582603,0.0,940,1660,1476311294837
production-topology3-3-1476311242,1.003830354656078,0.5216703521305761,0.0,2020,1320,1476311305799
production-topology4-4-1476311250,0.872228487886046,0.6504567312676391,0.0,2380,4080,1476311305799
production-topology1-1-1476311229,0.8125536709992037,0.48868722183911883,0.0,900,480,1476311305799
production-topology2-2-1476311235,1.0538474954909542,0.5092932654913389,0.0,1140,2040,1476311305799
production-topology3-3-1476311242,1.1626411937889995,0.5928893345370676,0.0,2100,1460,1476311316829
production-topology4-4-1476311250,1.0517044965345042,0.7077778405914771,0.0,2300,4180,1476311316829
production-topology1-1-1476311229,0.8376359601087102,0.5177662833615848,0.0,1220,600,1476311316830
production-topology2-2-1476311235,0.8635300539662862,0.5414966098981523,0.0,1260,2180,1476311316830
production-topology3-3-1476311242,0.9424781617528347,0.6278482172586444,0.0,2380,1440,1476311327945
production-topology4-4-1476311250,0.9883416815742398,0.7428483207143224,0.0,2000,3700,1476311327945
production-topology1-1-1476311229,0.5186189076004635,0.5178318698414985,0.0,1160,560,1476311327945
production-topology2-2-1476311235,1.0879200539713683,0.5870318969042536,0.0,940,1680,1476311327946
production-topology3-3-1476311242,0.904873581148885,0.6530323412486662,0.0,1900,1220,1476311339048
production-topology4-4-1476311250,1.053229743718874,0.7773351454926059,0.0,2220,4100,1476311339049
production-topology1-1-1476311229,1.223130317957904,0.5682103304212418,0.0,960,460,1476311339049
production-topology2-2-1476311235,1.066640117775599,0.6239248369712802,0.0,1120,2100,1476311339049
production-topology3-3-1476311242,0.9869686600705214,0.6808603678171541,0.0,2380,1500,1476311350030
production-topology4-4-1476311250,0.9838896978727487,0.7979906007306201,0.0,2340,4100,1476311350030
production-topology1-1-1476311229,0.7377277327935222,0.5795114905793938,0.0,1080,540,1476311350031
production-topology2-2-1476311235,0.9473994403755999,0.6470301657858745,0.0,1220,2160,1476311350031
production-topology3-3-1476311242,1.0464912478021093,0.708985820123689,0.0,2340,1500,1476311361010
production-topology4-4-1476311250,1.0094256503835024,0.8172119688808821,0.0,2060,3660,1476311361011
production-topology1-1-1476311229,0.7186055469121884,0.5882048691001934,0.0,1080,500,1476311361011
production-topology2-2-1476311235,0.9135757900037769,0.664799874067068,0.0,1040,1680,1476311361011
production-topology3-3-1476311242,0.9007347805436817,0.7226821744394029,0.0,1940,1240,1476311371862
production-topology4-4-1476311250,0.9869946567194272,0.8313605262007608,0.0,2160,3980,1476311371862
production-topology1-1-1476311229,0.7067618788348377,0.5951788108492901,0.0,1060,560,1476311371862
production-topology2-2-1476311235,1.0858375204665918,0.6911147269670382,0.0,1060,2120,1476311371862
production-topology3-3-1476311242,1.0909280213417492,0.7472318975662259,0.0,2400,1520,1476311382950
production-topology4-4-1476311250,1.0583720064975248,0.8488229477620504,0.0,2000,3680,1476311382951
production-topology1-1-1476311229,0.8755389763632927,0.6107543756000681,0.0,1180,600,1476311382951
