star_ill-1-1481778775,0.0,0.0,0.0,0.0,5.0,1.7976931348623157E308,0,0,1481778775647
star_ill-1-1481778775,0.0,0.0,0.0,0.0,5.0,1.7976931348623157E308,0,0,1481778783259
linear_regular-2-1481778782,0.0,0.0,0.0,0.0,5.0,1.7976931348623157E308,0,0,1481778783259
star_ill-1-1481778775,0.0,0.0,0.0,0.0,5.0,1.7976931348623157E308,0,0,1481778784630
linear_regular-2-1481778782,0.0,0.0,0.0,0.0,5.0,1.7976931348623157E308,0,0,1481778784630
diamond_regular-3-1481778790,0.0,0.0,0.0,0.0,5.0,1.7976931348623157E308,0,0,1481778790876
star_ill-1-1481778775,0.2204370664095088,0.0551092666023772,0.0,0.275546333011886,5.0,1.7976931348623157E308,2900,2420,1481778790877
linear_regular-2-1481778782,0.0,0.0,0.0,0.0,5.0,1.7976931348623157E308,0,0,1481778790877
diamond_regular-3-1481778790,0.0,0.0,0.0,0.0,5.0,1.7976931348623157E308,0,0,1481778796207
star_ill-1-1481778775,0.9406997054757672,0.23222735437705522,0.0,1.161136771885276,5.0,1.7976931348623157E308,4900,18940,1481778796207
linear_regular-2-1481778782,0.0,0.0,0.0,0.0,5.0,1.7976931348623157E308,160,0,1481778796208
diamond_regular-3-1481778790,0.0,0.0,0.0,0.0,5.0,1.7976931348623157E308,0,0,1481778808226
star_ill-1-1481778775,1.143053517305517,0.3840317148651322,0.0,1.920158574325661,5.0,1.7976931348623157E308,17520,79800,1481778808226
linear_regular-2-1481778782,1.0987370131575689,0.21974740263151377,0.0,1.0987370131575689,5.0,1.7976931348623157E308,4120,4300,1481778808226
diamond_regular-3-1481778790,0.3027745730817591,0.07569364327043977,0.0,0.37846821635219885,5.0,1.7976931348623157E308,56080,16960,1481778820360
star_ill-1-1481778775,0.9995809990791522,0.4719673268957065,0.0,2.3598366344785324,5.0,1.7976931348623157E308,19440,77880,1481778820360
linear_regular-2-1481778782,0.9677270403535677,0.34441067558518945,0.0,1.7220533779259473,5.0,1.7976931348623157E308,9760,9760,1481778820361
diamond_regular-3-1481778790,0.3103340292227269,0.12262172046089721,0.0,0.613108602304486,5.0,1.7976931348623157E308,117840,36600,1481778832415
star_ill-1-1481778775,0.9965716721845563,0.5375428700568128,0.0,2.6877143502840637,5.0,1.7976931348623157E308,19500,77940,1481778832415
linear_regular-2-1481778782,0.9979879275653923,0.43777885443950415,0.0,2.188894272197521,5.0,1.7976931348623157E308,9800,9800,1481778832416
diamond_regular-3-1481778790,0.32116572300268903,0.15571238755119585,0.0,0.7785619377559793,5.0,1.7976931348623157E308,120000,38520,1481778844635
star_ill-1-1481778775,1.0114840479524594,0.5902030009341068,0.0,2.951015004670534,5.0,1.7976931348623157E308,19420,77760,1481778844636
linear_regular-2-1481778782,0.9817813765182187,0.5057791696993434,0.0,2.5288958484967172,5.0,1.7976931348623157E308,9880,9700,1481778844636
diamond_regular-3-1481778790,0.32660987419780185,0.1801263142149967,0.0,0.9006315710749835,5.0,1.7976931348623157E308,118080,38580,1481778856763
star_ill-1-1481778775,1.0117057878708517,0.6323532796277813,0.0,3.161766398138907,5.0,1.7976931348623157E308,19280,77720,1481778856764
linear_regular-2-1481778782,1.004192979731797,0.5611584819251716,0.0,2.805792409625858,5.0,1.7976931348623157E308,9680,9700,1481778856764
diamond_regular-3-1481778790,0.31634755804140535,0.1971539696932978,0.0,0.985769848466489,5.0,1.7976931348623157E308,119280,37720,1481778868649
star_ill-1-1481778775,0.9739371154133273,0.6634063556082855,0.0,3.317031778041428,5.0,1.7976931348623157E308,19460,77600,1481778868650
linear_regular-2-1481778782,1.0103777929864886,0.6060804130313032,0.0,3.0304020651565162,5.0,1.7976931348623157E308,9620,9640,1481778868650
diamond_regular-3-1481778790,0.32992669587902984,0.2119064948250458,0.0,1.059532474125229,5.0,1.7976931348623157E308,119040,39260,1481778880482
star_ill-1-1481778775,1.0171446580623917,0.692884547479461,0.0,3.4644227373973053,5.0,1.7976931348623157E308,19460,77500,1481778880482
